Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2005","2005","toneladas","47963","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2006","2006","ha","11999","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2006","2006","kg/ha","4684.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2006","2006","toneladas","56210","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2007","2007","ha","11012","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2007","2007","kg/ha","3214.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2007","2007","toneladas","35396","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2008","2008","ha","10243","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2008","2008","kg/ha","4312.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2008","2008","toneladas","44169","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2009","2009","ha","10387","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2009","2009","kg/ha","4459.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2009","2009","toneladas","46324","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2010","2010","ha","10178","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2010","2010","kg/ha","4948.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2010","2010","toneladas","50362","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2011","2011","ha","11065","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2011","2011","kg/ha","5286.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2011","2011","toneladas","58496","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2012","2012","ha","10231","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2012","2012","kg/ha","4907.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2012","2012","toneladas","50212","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2013","2013","ha","9900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2013","2013","kg/ha","4919.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2013","2013","toneladas","48700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2014","2014","ha","10112","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2014","2014","kg/ha","4827.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2014","2014","toneladas","48814","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2015","2015","ha","11251","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2015","2015","kg/ha","5223.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2015","2015","toneladas","58771","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2016","2016","ha","12589","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2016","2016","kg/ha","4755.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2016","2016","toneladas","59869","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2017","2017","ha","13755","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2017","2017","kg/ha","4611.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2017","2017","toneladas","63433","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2018","2018","ha","14690","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2018","2018","kg/ha","4656.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2018","2018","toneladas","68400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2019","2019","ha","13370","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2019","2019","kg/ha","4383.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2019","2019","toneladas","58610","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2020","2020","ha","14220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2020","2020","kg/ha","4577.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2020","2020","toneladas","65090","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2021","2021","ha","13520","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2021","2021","kg/ha","4598.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2021","2021","toneladas","62170","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2022","2022","ha","13130","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2022","2022","kg/ha","3424.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2022","2022","toneladas","44960","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2023","2023","ha","13320","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2023","2023","kg/ha","3313.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2023","2023","toneladas","44140","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01211","Esparragos","2024","2024","ha","13130","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01211","Esparragos","2024","2024","kg/ha","4302.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01211","Esparragos","2024","2024","toneladas","56490","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2005","2005","ha","3016","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2005","2005","kg/ha","20643.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2005","2005","toneladas","62262","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2006","2006","ha","3367","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2006","2006","kg/ha","19313.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2006","2006","toneladas","65030","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2007","2007","ha","3225","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2007","2007","kg/ha","20827","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2007","2007","toneladas","67167","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2008","2008","ha","2919","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2008","2008","kg/ha","20375.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2008","2008","toneladas","59476","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2009","2009","ha","2441","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2009","2009","kg/ha","19657.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2009","2009","toneladas","47983","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2010","2010","ha","3049","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2010","2010","kg/ha","19482.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2010","2010","toneladas","59403","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2011","2011","ha","3647","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2011","2011","kg/ha","19350.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2011","2011","toneladas","70571","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2012","2012","ha","3289","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2012","2012","kg/ha","18794.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2012","2012","toneladas","61814","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2013","2013","ha","3900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2013","2013","kg/ha","14538.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2013","2013","toneladas","56700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2014","2014","ha","3200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2014","2014","kg/ha","19000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2014","2014","toneladas","60800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2015","2015","ha","3717","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2015","2015","kg/ha","18022.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2015","2015","toneladas","66989","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2016","2016","ha","5108","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2016","2016","kg/ha","17030.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2016","2016","toneladas","86990","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2017","2017","ha","4353","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2017","2017","kg/ha","18102.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2017","2017","toneladas","78802","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2018","2018","ha","4500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2018","2018","kg/ha","18117.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2018","2018","toneladas","81530","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2019","2019","ha","4300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2019","2019","kg/ha","18423.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2019","2019","toneladas","79220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2020","2020","ha","4860","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2020","2020","kg/ha","17053.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2020","2020","toneladas","82880","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2021","2021","ha","5110","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2021","2021","kg/ha","18542.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2021","2021","toneladas","94750","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2022","2022","ha","5460","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2022","2022","kg/ha","17309.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2022","2022","toneladas","94510","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2023","2023","ha","4850","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2023","2023","kg/ha","16907.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2023","2023","toneladas","82000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01215","Espinacas","2024","2024","ha","4910","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01215","Espinacas","2024","2024","kg/ha","18293.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01215","Espinacas","2024","2024","toneladas","89820","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2005","2005","toneladas","113360","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2006","2006","toneladas","47782","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2007","2007","toneladas","41772","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2008","2008","toneladas","18600","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2009","2009","toneladas","26406","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2010","2010","toneladas","38462","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2011","2011","toneladas","62448","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2012","2012","toneladas","52780","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2013","2013","toneladas","48452","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2014","2014","toneladas","74911","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2015","2015","toneladas","61815.33","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2016","2016","toneladas","55198.67","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2017","2017","toneladas","66182.33","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2018","2018","toneladas","64820.67","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2019","2019","toneladas","70070","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2020","2020","toneladas","56205","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2021","2021","toneladas","58307","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2022","2022","toneladas","40549","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01921.02","Fibra de algodón, desmotada","2023","2023","toneladas","40500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2005","2005","ha","1400","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2005","2005","kg/ha","5000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2005","2005","toneladas","7000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2006","2006","ha","1360","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2006","2006","kg/ha","5516","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2006","2006","toneladas","7500","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2007","2007","ha","2000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2007","2007","kg/ha","5000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2007","2007","toneladas","10000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2008","2008","ha","2200","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2008","2008","kg/ha","5454.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2008","2008","toneladas","12000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2009","2009","ha","1098","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2009","2009","kg/ha","10929","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2009","2009","toneladas","12000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2010","2010","ha","1025","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2010","2010","kg/ha","9001","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2010","2010","toneladas","9226","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2011","2011","ha","1047","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2011","2011","kg/ha","9123.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2011","2011","toneladas","9552","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2012","2012","ha","1444","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2012","2012","kg/ha","8955","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2012","2012","toneladas","12931","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2013","2013","ha","1400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2013","2013","kg/ha","8357.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2013","2013","toneladas","11700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2014","2014","ha","1485","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2014","2014","kg/ha","9634.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2014","2014","toneladas","14307","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2015","2015","ha","1847","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2015","2015","kg/ha","9054.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2015","2015","toneladas","16724","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2016","2016","ha","2121","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2016","2016","kg/ha","10364.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2016","2016","toneladas","21983","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2017","2017","ha","2482","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2017","2017","kg/ha","17537.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2017","2017","toneladas","43529","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2018","2018","ha","2570","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2018","2018","kg/ha","17007.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2018","2018","toneladas","43710","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2019","2019","ha","2490","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2019","2019","kg/ha","24092.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2019","2019","toneladas","59990","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2020","2020","ha","2670","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2020","2020","kg/ha","18591.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2020","2020","toneladas","49640","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2021","2021","ha","2420","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2021","2021","kg/ha","20177.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2021","2021","toneladas","48830","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2022","2022","ha","2250","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2022","2022","kg/ha","20186.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2022","2022","toneladas","45420","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2023","2023","ha","2090","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2023","2023","kg/ha","15823","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2023","2023","toneladas","33070","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01353.01","Frambuesas","2024","2024","ha","1680","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01353.01","Frambuesas","2024","2024","kg/ha","17994","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01353.01","Frambuesas","2024","2024","toneladas","30230","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2005","2005","ha","8748","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2005","2005","kg/ha","36677.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2005","2005","toneladas","320853","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2006","2006","ha","8296","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2006","2006","kg/ha","39836.7","A","Cifra oficial",""
