Agric_ONU_ID,Área,Elemento,Producto,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
2949,España,Rendimiento,"Habas y haba caballar, secas",2005,kg/ha,682.7,A,Cifra oficial
2950,España,Producción,"Habas y haba caballar, secas",2005,toneladas,40629.0,A,Cifra oficial
2951,España,Área cosechada,"Habas y haba caballar, secas",2006,ha,36641.0,A,Cifra oficial
2952,España,Rendimiento,"Habas y haba caballar, secas",2006,kg/ha,1304.2,A,Cifra oficial
2953,España,Producción,"Habas y haba caballar, secas",2006,toneladas,47786.0,A,Cifra oficial
2954,España,Área cosechada,"Habas y haba caballar, secas",2007,ha,25672.0,A,Cifra oficial
2955,España,Rendimiento,"Habas y haba caballar, secas",2007,kg/ha,1487.4,A,Cifra oficial
2956,España,Producción,"Habas y haba caballar, secas",2007,toneladas,38184.0,A,Cifra oficial
2957,España,Área cosechada,"Habas y haba caballar, secas",2008,ha,21228.0,A,Cifra oficial
2958,España,Rendimiento,"Habas y haba caballar, secas",2008,kg/ha,1294.3,A,Cifra oficial
2959,España,Producción,"Habas y haba caballar, secas",2008,toneladas,27475.0,A,Cifra oficial
2960,España,Área cosechada,"Habas y haba caballar, secas",2009,ha,18700.0,A,Cifra oficial
2961,España,Rendimiento,"Habas y haba caballar, secas",2009,kg/ha,1490.2,A,Cifra oficial
2962,España,Producción,"Habas y haba caballar, secas",2009,toneladas,27866.0,A,Cifra oficial
2963,España,Área cosechada,"Habas y haba caballar, secas",2010,ha,24675.0,A,Cifra oficial
2964,España,Rendimiento,"Habas y haba caballar, secas",2010,kg/ha,1471.3,A,Cifra oficial
2965,España,Producción,"Habas y haba caballar, secas",2010,toneladas,36305.0,A,Cifra oficial
2966,España,Área cosechada,"Habas y haba caballar, secas",2011,ha,27957.0,A,Cifra oficial
2967,España,Rendimiento,"Habas y haba caballar, secas",2011,kg/ha,1533.9,A,Cifra oficial
2968,España,Producción,"Habas y haba caballar, secas",2011,toneladas,42882.0,A,Cifra oficial
2969,España,Área cosechada,"Habas y haba caballar, secas",2012,ha,24600.0,A,Cifra oficial
2970,España,Rendimiento,"Habas y haba caballar, secas",2012,kg/ha,1052.8,A,Cifra oficial
2971,España,Producción,"Habas y haba caballar, secas",2012,toneladas,25900.0,A,Cifra oficial
2972,España,Área cosechada,"Habas y haba caballar, secas",2013,ha,17500.0,A,Cifra oficial
2973,España,Rendimiento,"Habas y haba caballar, secas",2013,kg/ha,1588.6,A,Cifra oficial
2974,España,Producción,"Habas y haba caballar, secas",2013,toneladas,27800.0,A,Cifra oficial
2975,España,Área cosechada,"Habas y haba caballar, secas",2014,ha,23155.0,A,Cifra oficial
2976,España,Rendimiento,"Habas y haba caballar, secas",2014,kg/ha,1681.5,A,Cifra oficial
2977,España,Producción,"Habas y haba caballar, secas",2014,toneladas,38934.0,A,Cifra oficial
2978,España,Área cosechada,"Habas y haba caballar, secas",2015,ha,50072.0,A,Cifra oficial
2979,España,Rendimiento,"Habas y haba caballar, secas",2015,kg/ha,1308.8,A,Cifra oficial
2980,España,Producción,"Habas y haba caballar, secas",2015,toneladas,65532.0,A,Cifra oficial
2981,España,Área cosechada,"Habas y haba caballar, secas",2016,ha,47109.0,A,Cifra oficial
2982,España,Rendimiento,"Habas y haba caballar, secas",2016,kg/ha,1138.3,A,Cifra oficial
2983,España,Producción,"Habas y haba caballar, secas",2016,toneladas,53625.0,A,Cifra oficial
2984,España,Área cosechada,"Habas y haba caballar, secas",2017,ha,36574.0,A,Cifra oficial
2985,España,Rendimiento,"Habas y haba caballar, secas",2017,kg/ha,1325.2,A,Cifra oficial
2986,España,Producción,"Habas y haba caballar, secas",2017,toneladas,48468.0,A,Cifra oficial
2987,España,Área cosechada,"Habas y haba caballar, secas",2018,ha,23230.0,A,Cifra oficial
2988,España,Rendimiento,"Habas y haba caballar, secas",2018,kg/ha,1530.8,A,Cifra oficial
2989,España,Producción,"Habas y haba caballar, secas",2018,toneladas,35560.0,A,Cifra oficial
2990,España,Área cosechada,"Habas y haba caballar, secas",2019,ha,22070.0,A,Cifra oficial
2991,España,Rendimiento,"Habas y haba caballar, secas",2019,kg/ha,1089.3,A,Cifra oficial
2992,España,Producción,"Habas y haba caballar, secas",2019,toneladas,24040.0,A,Cifra oficial
2993,España,Área cosechada,"Habas y haba caballar, secas",2020,ha,21150.0,A,Cifra oficial
2994,España,Rendimiento,"Habas y haba caballar, secas",2020,kg/ha,1406.1,A,Cifra oficial
2995,España,Producción,"Habas y haba caballar, secas",2020,toneladas,29740.0,A,Cifra oficial
2996,España,Área cosechada,"Habas y haba caballar, secas",2021,ha,21870.0,A,Cifra oficial
2997,España,Rendimiento,"Habas y haba caballar, secas",2021,kg/ha,1117.5,A,Cifra oficial
2998,España,Producción,"Habas y haba caballar, secas",2021,toneladas,24440.0,A,Cifra oficial
2999,España,Área cosechada,"Habas y haba caballar, secas",2022,ha,18170.0,A,Cifra oficial
3000,España,Rendimiento,"Habas y haba caballar, secas",2022,kg/ha,1136.5,A,Cifra oficial
3001,España,Producción,"Habas y haba caballar, secas",2022,toneladas,20650.0,A,Cifra oficial
3002,España,Área cosechada,"Habas y haba caballar, secas",2023,ha,29980.0,A,Cifra oficial
3003,España,Rendimiento,"Habas y haba caballar, secas",2023,kg/ha,919.6,A,Cifra oficial
3004,España,Producción,"Habas y haba caballar, secas",2023,toneladas,27570.0,A,Cifra oficial
3005,España,Área cosechada,"Habas y haba caballar, secas",2024,ha,31920.0,A,Cifra oficial
3006,España,Rendimiento,"Habas y haba caballar, secas",2024,kg/ha,1620.9,A,Cifra oficial
3007,España,Producción,"Habas y haba caballar, secas",2024,toneladas,51740.0,A,Cifra oficial
3008,España,Área cosechada,"Habas y haba caballar, verdes",2005,ha,7989.0,A,Cifra oficial
3009,España,Rendimiento,"Habas y haba caballar, verdes",2005,kg/ha,6711.6,A,Cifra oficial
3010,España,Producción,"Habas y haba caballar, verdes",2005,toneladas,53619.0,A,Cifra oficial
3011,España,Área cosechada,"Habas y haba caballar, verdes",2006,ha,9358.0,A,Cifra oficial
3012,España,Rendimiento,"Habas y haba caballar, verdes",2006,kg/ha,6882.0,A,Cifra oficial
3013,España,Producción,"Habas y haba caballar, verdes",2006,toneladas,64402.0,A,Cifra oficial
3014,España,Área cosechada,"Habas y haba caballar, verdes",2007,ha,9254.0,A,Cifra oficial
3015,España,Rendimiento,"Habas y haba caballar, verdes",2007,kg/ha,7342.1,A,Cifra oficial
3016,España,Producción,"Habas y haba caballar, verdes",2007,toneladas,67944.0,A,Cifra oficial
3017,España,Área cosechada,"Habas y haba caballar, verdes",2008,ha,8436.0,A,Cifra oficial
3018,España,Rendimiento,"Habas y haba caballar, verdes",2008,kg/ha,9012.8,A,Cifra oficial
3019,España,Producción,"Habas y haba caballar, verdes",2008,toneladas,76032.0,A,Cifra oficial
3020,España,Área cosechada,"Habas y haba caballar, verdes",2009,ha,8920.0,A,Cifra oficial
3021,España,Rendimiento,"Habas y haba caballar, verdes",2009,kg/ha,7836.7,A,Cifra oficial
3022,España,Producción,"Habas y haba caballar, verdes",2009,toneladas,69903.0,A,Cifra oficial
3023,España,Área cosechada,"Habas y haba caballar, verdes",2010,ha,8595.0,A,Cifra oficial
3024,España,Rendimiento,"Habas y haba caballar, verdes",2010,kg/ha,8133.0,A,Cifra oficial
3025,España,Producción,"Habas y haba caballar, verdes",2010,toneladas,69903.0,A,Cifra oficial
3026,España,Área cosechada,"Habas y haba caballar, verdes",2011,ha,7993.0,A,Cifra oficial
3027,España,Rendimiento,"Habas y haba caballar, verdes",2011,kg/ha,8503.8,A,Cifra oficial
3028,España,Producción,"Habas y haba caballar, verdes",2011,toneladas,67971.0,A,Cifra oficial
3029,España,Área cosechada,"Habas y haba caballar, verdes",2012,ha,6216.0,A,Cifra oficial
3030,España,Rendimiento,"Habas y haba caballar, verdes",2012,kg/ha,8067.7,A,Cifra oficial
3031,España,Producción,"Habas y haba caballar, verdes",2012,toneladas,50149.0,A,Cifra oficial
3032,España,Área cosechada,"Habas y haba caballar, verdes",2013,ha,5170.0,A,Cifra oficial
3033,España,Rendimiento,"Habas y haba caballar, verdes",2013,kg/ha,8765.6,A,Cifra oficial
3034,España,Producción,"Habas y haba caballar, verdes",2013,toneladas,45318.0,A,Cifra oficial
3035,España,Área cosechada,"Habas y haba caballar, verdes",2014,ha,5789.0,I,Valor imputado por una agencia receptora
3036,España,Rendimiento,"Habas y haba caballar, verdes",2014,kg/ha,8652.5,E,Valor estimado
3037,España,Producción,"Habas y haba caballar, verdes",2014,toneladas,50093.51,I,Valor imputado por una agencia receptora
3038,España,Área cosechada,"Habas y haba caballar, verdes",2015,ha,6064.0,I,Valor imputado por una agencia receptora
3039,España,Rendimiento,"Habas y haba caballar, verdes",2015,kg/ha,8737.0,E,Valor estimado
3040,España,Producción,"Habas y haba caballar, verdes",2015,toneladas,52976.92,I,Valor imputado por una agencia receptora
3041,España,Área cosechada,"Habas y haba caballar, verdes",2016,ha,6119.0,A,Cifra oficial
3042,España,Rendimiento,"Habas y haba caballar, verdes",2016,kg/ha,9380.6,A,Cifra oficial
3043,España,Producción,"Habas y haba caballar, verdes",2016,toneladas,57400.0,A,Cifra oficial
3044,España,Área cosechada,"Habas y haba caballar, verdes",2017,ha,6774.0,A,Cifra oficial
3045,España,Rendimiento,"Habas y haba caballar, verdes",2017,kg/ha,8740.8,A,Cifra oficial
3046,España,Producción,"Habas y haba caballar, verdes",2017,toneladas,59210.0,A,Cifra oficial
3047,España,Área cosechada,"Habas y haba caballar, verdes",2018,ha,5980.0,A,Cifra oficial
3048,España,Rendimiento,"Habas y haba caballar, verdes",2018,kg/ha,8511.7,A,Cifra oficial
3049,España,Producción,"Habas y haba caballar, verdes",2018,toneladas,50900.0,A,Cifra oficial
3050,España,Área cosechada,"Habas y haba caballar, verdes",2019,ha,6500.0,A,Cifra oficial
3051,España,Rendimiento,"Habas y haba caballar, verdes",2019,kg/ha,8776.9,A,Cifra oficial
3052,España,Producción,"Habas y haba caballar, verdes",2019,toneladas,57050.0,A,Cifra oficial
3053,España,Área cosechada,"Habas y haba caballar, verdes",2020,ha,6170.0,A,Cifra oficial
3054,España,Rendimiento,"Habas y haba caballar, verdes",2020,kg/ha,8763.4,A,Cifra oficial
3055,España,Producción,"Habas y haba caballar, verdes",2020,toneladas,54070.0,A,Cifra oficial
3056,España,Área cosechada,"Habas y haba caballar, verdes",2021,ha,6150.0,A,Cifra oficial
3057,España,Rendimiento,"Habas y haba caballar, verdes",2021,kg/ha,8476.4,A,Cifra oficial
3058,España,Producción,"Habas y haba caballar, verdes",2021,toneladas,52130.0,A,Cifra oficial
3059,España,Área cosechada,"Habas y haba caballar, verdes",2022,ha,5480.0,A,Cifra oficial
3060,España,Rendimiento,"Habas y haba caballar, verdes",2022,kg/ha,7958.0,A,Cifra oficial
3061,España,Producción,"Habas y haba caballar, verdes",2022,toneladas,43610.0,A,Cifra oficial
3062,España,Área cosechada,"Habas y haba caballar, verdes",2023,ha,4230.0,A,Cifra oficial
3063,España,Rendimiento,"Habas y haba caballar, verdes",2023,kg/ha,7179.7,A,Cifra oficial
3064,España,Producción,"Habas y haba caballar, verdes",2023,toneladas,30370.0,A,Cifra oficial
3065,España,Área cosechada,"Habas y haba caballar, verdes",2024,ha,3630.0,A,Cifra oficial
3066,España,Rendimiento,"Habas y haba caballar, verdes",2024,kg/ha,7972.5,A,Cifra oficial
3067,España,Producción,"Habas y haba caballar, verdes",2024,toneladas,28940.0,A,Cifra oficial
3068,España,Área cosechada,Higos,2005,ha,19314.0,A,Cifra oficial
3069,España,Rendimiento,Higos,2005,kg/ha,1827.4,A,Cifra oficial
3070,España,Producción,Higos,2005,toneladas,35295.0,A,Cifra oficial
3071,España,Área cosechada,Higos,2006,ha,12332.0,A,Cifra oficial
3072,España,Rendimiento,Higos,2006,kg/ha,2144.2,A,Cifra oficial
3073,España,Producción,Higos,2006,toneladas,26442.0,A,Cifra oficial
3074,España,Área cosechada,Higos,2007,ha,12344.0,A,Cifra oficial
3075,España,Rendimiento,Higos,2007,kg/ha,2098.7,A,Cifra oficial
3076,España,Producción,Higos,2007,toneladas,25906.0,A,Cifra oficial
3077,España,Área cosechada,Higos,2008,ha,12509.0,A,Cifra oficial
3078,España,Rendimiento,Higos,2008,kg/ha,2464.5,A,Cifra oficial
3079,España,Producción,Higos,2008,toneladas,30828.0,A,Cifra oficial
3080,España,Área cosechada,Higos,2009,ha,11953.0,A,Cifra oficial
3081,España,Rendimiento,Higos,2009,kg/ha,2436.2,A,Cifra oficial
3082,España,Producción,Higos,2009,toneladas,29120.0,A,Cifra oficial
3083,España,Área cosechada,Higos,2010,ha,11488.0,A,Cifra oficial
3084,España,Rendimiento,Higos,2010,kg/ha,2642.0,A,Cifra oficial
3085,España,Producción,Higos,2010,toneladas,30351.0,A,Cifra oficial
3086,España,Área cosechada,Higos,2011,ha,11761.0,A,Cifra oficial
3087,España,Rendimiento,Higos,2011,kg/ha,2465.2,A,Cifra oficial
3088,España,Producción,Higos,2011,toneladas,28993.0,A,Cifra oficial
3089,España,Área cosechada,Higos,2012,ha,12294.0,A,Cifra oficial
3090,España,Rendimiento,Higos,2012,kg/ha,1894.0,A,Cifra oficial
3091,España,Producción,Higos,2012,toneladas,23285.0,A,Cifra oficial
3092,España,Área cosechada,Higos,2013,ha,12400.0,A,Cifra oficial
3093,España,Rendimiento,Higos,2013,kg/ha,2451.6,A,Cifra oficial
3094,España,Producción,Higos,2013,toneladas,30400.0,A,Cifra oficial
3095,España,Área cosechada,Higos,2014,ha,12575.0,A,Cifra oficial
3096,España,Rendimiento,Higos,2014,kg/ha,2297.9,A,Cifra oficial
3097,España,Producción,Higos,2014,toneladas,28896.0,A,Cifra oficial
3098,España,Área cosechada,Higos,2015,ha,12751.0,A,Cifra oficial
3099,España,Rendimiento,Higos,2015,kg/ha,2076.6,A,Cifra oficial
3100,España,Producción,Higos,2015,toneladas,26479.0,A,Cifra oficial
3101,España,Área cosechada,Higos,2016,ha,12613.0,A,Cifra oficial
3102,España,Rendimiento,Higos,2016,kg/ha,3624.7,A,Cifra oficial
3103,España,Producción,Higos,2016,toneladas,45718.0,A,Cifra oficial
3104,España,Área cosechada,Higos,2017,ha,13564.0,A,Cifra oficial
3105,España,Rendimiento,Higos,2017,kg/ha,2682.1,A,Cifra oficial
3106,España,Producción,Higos,2017,toneladas,36380.0,A,Cifra oficial
3107,España,Área cosechada,Higos,2018,ha,13980.0,A,Cifra oficial
3108,España,Rendimiento,Higos,2018,kg/ha,3415.6,A,Cifra oficial
3109,España,Producción,Higos,2018,toneladas,47750.0,A,Cifra oficial
3110,España,Área cosechada,Higos,2019,ha,14600.0,A,Cifra oficial
3111,España,Rendimiento,Higos,2019,kg/ha,3534.2,A,Cifra oficial
3112,España,Producción,Higos,2019,toneladas,51600.0,A,Cifra oficial
3113,España,Área cosechada,Higos,2020,ha,15720.0,A,Cifra oficial
3114,España,Rendimiento,Higos,2020,kg/ha,3810.4,A,Cifra oficial
3115,España,Producción,Higos,2020,toneladas,59900.0,A,Cifra oficial
3116,España,Área cosechada,Higos,2021,ha,17160.0,A,Cifra oficial
3117,España,Rendimiento,Higos,2021,kg/ha,3507.6,A,Cifra oficial
3118,España,Producción,Higos,2021,toneladas,60190.0,A,Cifra oficial
3119,España,Área cosechada,Higos,2022,ha,18100.0,A,Cifra oficial
3120,España,Rendimiento,Higos,2022,kg/ha,2403.3,A,Cifra oficial
3121,España,Producción,Higos,2022,toneladas,43500.0,A,Cifra oficial
3122,España,Área cosechada,Higos,2023,ha,16860.0,A,Cifra oficial
3123,España,Rendimiento,Higos,2023,kg/ha,2351.7,A,Cifra oficial
3124,España,Producción,Higos,2023,toneladas,39650.0,A,Cifra oficial
3125,España,Área cosechada,Higos,2024,ha,16180.0,A,Cifra oficial
3126,España,Rendimiento,Higos,2024,kg/ha,3425.2,A,Cifra oficial
3127,España,Producción,Higos,2024,toneladas,55420.0,A,Cifra oficial
3128,España,Producción,Hongos y trufas,2005,toneladas,137764.0,A,Cifra oficial
3129,España,Producción,Hongos y trufas,2006,toneladas,135419.0,A,Cifra oficial
3130,España,Producción,Hongos y trufas,2007,toneladas,131974.0,A,Cifra oficial
3131,España,Producción,Hongos y trufas,2008,toneladas,133548.0,A,Cifra oficial
3132,España,Producción,Hongos y trufas,2009,toneladas,131000.0,A,Cifra oficial
3133,España,Producción,Hongos y trufas,2010,toneladas,133000.0,A,Cifra oficial
3134,España,Producción,Hongos y trufas,2011,toneladas,146100.0,A,Cifra oficial
3135,España,Producción,Hongos y trufas,2012,toneladas,147440.0,A,Cifra oficial
3136,España,Producción,Hongos y trufas,2013,toneladas,149700.0,A,Cifra oficial
3137,España,Producción,Hongos y trufas,2014,toneladas,149854.0,A,Cifra oficial
3138,España,Producción,Hongos y trufas,2015,toneladas,218795.0,A,Cifra oficial
3139,España,Producción,Hongos y trufas,2016,toneladas,148037.0,A,Cifra oficial
3140,España,Producción,Hongos y trufas,2017,toneladas,159018.0,A,Cifra oficial
3141,España,Producción,Hongos y trufas,2018,toneladas,166250.0,A,Cifra oficial
3142,España,Producción,Hongos y trufas,2019,toneladas,170160.0,A,Cifra oficial
3143,España,Producción,Hongos y trufas,2020,toneladas,166010.0,A,Cifra oficial
3144,España,Producción,Hongos y trufas,2021,toneladas,163800.0,A,Cifra oficial
3145,España,Producción,Hongos y trufas,2022,toneladas,167030.0,A,Cifra oficial
3146,España,Producción,Hongos y trufas,2023,toneladas,163920.0,A,Cifra oficial
3147,España,Producción,Hongos y trufas,2024,toneladas,161900.0,A,Cifra oficial
3148,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2005,ha,,M,Valor ausente; los datos no pueden existir
3149,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2005,toneladas,,M,Valor ausente; los datos no pueden existir
3150,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2006,ha,,M,Valor ausente; los datos no pueden existir
3151,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2006,toneladas,,M,Valor ausente; los datos no pueden existir
3152,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2007,ha,,M,Valor ausente; los datos no pueden existir
3153,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2007,toneladas,,M,Valor ausente; los datos no pueden existir
3154,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2008,ha,,M,Valor ausente; los datos no pueden existir
3155,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2008,toneladas,,M,Valor ausente; los datos no pueden existir
3156,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2009,ha,,M,Valor ausente; los datos no pueden existir
3157,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2009,toneladas,,M,Valor ausente; los datos no pueden existir
3158,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2010,ha,,M,Valor ausente; los datos no pueden existir
3159,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2010,toneladas,,M,Valor ausente; los datos no pueden existir
3160,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2011,ha,,M,Valor ausente; los datos no pueden existir
3161,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2011,toneladas,,M,Valor ausente; los datos no pueden existir
3162,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2012,ha,,M,Valor ausente; los datos no pueden existir
3163,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2012,toneladas,,M,Valor ausente; los datos no pueden existir
3164,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2013,ha,,M,Valor ausente; los datos no pueden existir
3165,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2013,toneladas,,M,Valor ausente; los datos no pueden existir
3166,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2014,ha,,M,Valor ausente; los datos no pueden existir
3167,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2014,toneladas,,M,Valor ausente; los datos no pueden existir
3168,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2015,ha,,M,Valor ausente; los datos no pueden existir
3169,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2015,toneladas,,M,Valor ausente; los datos no pueden existir
3170,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2016,ha,,M,Valor ausente; los datos no pueden existir
3171,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2016,toneladas,,M,Valor ausente; los datos no pueden existir
3172,España,Área cosechada,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2017,ha,,M,Valor ausente; los datos no pueden existir
3173,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2017,toneladas,,M,Valor ausente; los datos no pueden existir
3174,España,Producción,"Kenaf y otras fibras textiles de líber, brutas o enriadas",2018,toneladas,,M,Valor ausente; los datos no pueden existir
3175,España,Área cosechada,Kiwis,2005,ha,1198.0,A,Cifra oficial
3176,España,Rendimiento,Kiwis,2005,kg/ha,9124.4,A,Cifra oficial
3177,España,Producción,Kiwis,2005,toneladas,10931.0,A,Cifra oficial
3178,España,Área cosechada,Kiwis,2006,ha,1186.0,A,Cifra oficial
3179,España,Rendimiento,Kiwis,2006,kg/ha,15567.5,A,Cifra oficial
3180,España,Producción,Kiwis,2006,toneladas,18463.0,A,Cifra oficial
3181,España,Área cosechada,Kiwis,2007,ha,1158.0,A,Cifra oficial
3182,España,Rendimiento,Kiwis,2007,kg/ha,12120.9,A,Cifra oficial
3183,España,Producción,Kiwis,2007,toneladas,14036.0,A,Cifra oficial
3184,España,Área cosechada,Kiwis,2008,ha,1187.0,A,Cifra oficial
3185,España,Rendimiento,Kiwis,2008,kg/ha,14919.1,A,Cifra oficial
3186,España,Producción,Kiwis,2008,toneladas,17709.0,A,Cifra oficial
3187,España,Área cosechada,Kiwis,2009,ha,1183.0,A,Cifra oficial
3188,España,Rendimiento,Kiwis,2009,kg/ha,21373.6,A,Cifra oficial
3189,España,Producción,Kiwis,2009,toneladas,25285.0,A,Cifra oficial
3190,España,Área cosechada,Kiwis,2010,ha,1196.0,A,Cifra oficial
3191,España,Rendimiento,Kiwis,2010,kg/ha,21468.2,A,Cifra oficial
3192,España,Producción,Kiwis,2010,toneladas,25676.0,A,Cifra oficial
3193,España,Área cosechada,Kiwis,2011,ha,1213.0,A,Cifra oficial
3194,España,Rendimiento,Kiwis,2011,kg/ha,19311.6,A,Cifra oficial
3195,España,Producción,Kiwis,2011,toneladas,23425.0,A,Cifra oficial
3196,España,Área cosechada,Kiwis,2012,ha,1413.0,A,Cifra oficial
3197,España,Rendimiento,Kiwis,2012,kg/ha,13307.9,A,Cifra oficial
3198,España,Producción,Kiwis,2012,toneladas,18804.0,A,Cifra oficial
3199,España,Área cosechada,Kiwis,2013,ha,1400.0,A,Cifra oficial
3200,España,Rendimiento,Kiwis,2013,kg/ha,14142.9,A,Cifra oficial
3201,España,Producción,Kiwis,2013,toneladas,19800.0,A,Cifra oficial
3202,España,Área cosechada,Kiwis,2014,ha,1469.0,A,Cifra oficial
3203,España,Rendimiento,Kiwis,2014,kg/ha,14214.4,A,Cifra oficial
3204,España,Producción,Kiwis,2014,toneladas,20881.0,A,Cifra oficial
3205,España,Área cosechada,Kiwis,2015,ha,1502.0,A,Cifra oficial
3206,España,Rendimiento,Kiwis,2015,kg/ha,14071.2,A,Cifra oficial
3207,España,Producción,Kiwis,2015,toneladas,21135.0,A,Cifra oficial
3208,España,Área cosechada,Kiwis,2016,ha,1898.0,A,Cifra oficial
3209,España,Rendimiento,Kiwis,2016,kg/ha,11279.8,A,Cifra oficial
3210,España,Producción,Kiwis,2016,toneladas,21409.0,A,Cifra oficial
3211,España,Área cosechada,Kiwis,2017,ha,1485.0,A,Cifra oficial
3212,España,Rendimiento,Kiwis,2017,kg/ha,14453.2,A,Cifra oficial
3213,España,Producción,Kiwis,2017,toneladas,21463.0,A,Cifra oficial
3214,España,Área cosechada,Kiwis,2018,ha,1470.0,A,Cifra oficial
3215,España,Rendimiento,Kiwis,2018,kg/ha,16210.9,A,Cifra oficial
3216,España,Producción,Kiwis,2018,toneladas,23830.0,A,Cifra oficial
3217,España,Área cosechada,Kiwis,2019,ha,1550.0,A,Cifra oficial
3218,España,Rendimiento,Kiwis,2019,kg/ha,15812.9,A,Cifra oficial
3219,España,Producción,Kiwis,2019,toneladas,24510.0,A,Cifra oficial
3220,España,Área cosechada,Kiwis,2020,ha,1590.0,A,Cifra oficial
3221,España,Rendimiento,Kiwis,2020,kg/ha,17232.7,A,Cifra oficial
3222,España,Producción,Kiwis,2020,toneladas,27400.0,A,Cifra oficial
3223,España,Área cosechada,Kiwis,2021,ha,1640.0,A,Cifra oficial
3224,España,Rendimiento,Kiwis,2021,kg/ha,17292.7,A,Cifra oficial
3225,España,Producción,Kiwis,2021,toneladas,28360.0,A,Cifra oficial
3226,España,Área cosechada,Kiwis,2022,ha,1690.0,A,Cifra oficial
3227,España,Rendimiento,Kiwis,2022,kg/ha,16201.2,A,Cifra oficial
3228,España,Producción,Kiwis,2022,toneladas,27380.0,A,Cifra oficial
3229,España,Área cosechada,Kiwis,2023,ha,1810.0,A,Cifra oficial
3230,España,Rendimiento,Kiwis,2023,kg/ha,15994.5,A,Cifra oficial
3231,España,Producción,Kiwis,2023,toneladas,28950.0,A,Cifra oficial
3232,España,Área cosechada,Kiwis,2024,ha,1800.0,A,Cifra oficial
3233,España,Rendimiento,Kiwis,2024,kg/ha,16466.7,A,Cifra oficial
3234,España,Producción,Kiwis,2024,toneladas,29640.0,A,Cifra oficial
3235,España,Área cosechada,Lechuga y achicoria,2005,ha,37718.0,A,Cifra oficial
3236,España,Rendimiento,Lechuga y achicoria,2005,kg/ha,26337.2,A,Cifra oficial
3237,España,Producción,Lechuga y achicoria,2005,toneladas,993387.0,A,Cifra oficial
3238,España,Área cosechada,Lechuga y achicoria,2006,ha,37343.0,A,Cifra oficial
3239,España,Rendimiento,Lechuga y achicoria,2006,kg/ha,26439.5,A,Cifra oficial
3240,España,Producción,Lechuga y achicoria,2006,toneladas,987331.0,A,Cifra oficial
3241,España,Área cosechada,Lechuga y achicoria,2007,ha,34912.0,A,Cifra oficial
3242,España,Rendimiento,Lechuga y achicoria,2007,kg/ha,27142.9,A,Cifra oficial
3243,España,Producción,Lechuga y achicoria,2007,toneladas,947612.0,A,Cifra oficial
3244,España,Área cosechada,Lechuga y achicoria,2008,ha,32860.0,A,Cifra oficial
3245,España,Rendimiento,Lechuga y achicoria,2008,kg/ha,30517.3,A,Cifra oficial
3246,España,Producción,Lechuga y achicoria,2008,toneladas,1002800.0,A,Cifra oficial
3247,España,Área cosechada,Lechuga y achicoria,2009,ha,32557.0,A,Cifra oficial
3248,España,Rendimiento,Lechuga y achicoria,2009,kg/ha,26199.8,A,Cifra oficial
3249,España,Producción,Lechuga y achicoria,2009,toneladas,852988.0,A,Cifra oficial
3250,España,Área cosechada,Lechuga y achicoria,2010,ha,34256.0,A,Cifra oficial
3251,España,Rendimiento,Lechuga y achicoria,2010,kg/ha,23627.7,A,Cifra oficial
3252,España,Producción,Lechuga y achicoria,2010,toneladas,809390.0,A,Cifra oficial
3253,España,Área cosechada,Lechuga y achicoria,2011,ha,32620.0,A,Cifra oficial
3254,España,Rendimiento,Lechuga y achicoria,2011,kg/ha,26622.8,A,Cifra oficial
3255,España,Producción,Lechuga y achicoria,2011,toneladas,868436.0,A,Cifra oficial
